x_t	y_t	y_c1	y_c2	z_c1	Pfe	Pcu
5.13213069871525	0.136473896346718	2.40504971048373	11.9878990037882	38.7951871081766	23.1411124675374	3.63034184703473
5.15579863792939	0.0728519887944306	3.01621739209353	6.03517539271775	20.2033354794574	34.2038751550972	5.22981475913825
5.17177462036511	0.136294199858476	2.90649287792245	11.7709374503134	39.5019319311332	17.2736328540841	3.73156892622006
5.18002259141902	0.0744044907009116	2.71812570227842	6.13069302308911	2.16111256706505	1000.76548412443	1.34884731770854
5.18487520011726	0.139430252980191	18.8208057201511	6.24341036748802	3.24779112947025	67.0501531926631	0.77330069539162
5.21286650424056	0.07	19.9989970981416	8.89126589330847	34.8093798029755	2.07127453021145	4.8368656603585
5.21407760129529	0.0732170592408873	3.0899133465183	6.2307721902667	23.2681032745291	27.4022449288191	5.31962971946686
5.21471758137969	0.070005533501599	3.16495728012229	6.09204977205196	39.8861384916314	12.0678337354526	8.34676308536561
5.23002216873794	0.072510310434443	3.02332726116004	6.00220310001039	2	972.977541936479	1.29510002670587
5.25087747083186	0.0744090601173972	3.13936466993939	6.15131932722917	2.0026999228934	935.188207928493	1.19630423301909
5.26321264461391	0.137689913707117	14.3991457506332	6.15833576974412	2.1687673825839	153.19722941456	0.600698770338571
5.26877644641778	0.0721255446295626	15.6902021576335	8.10668160968759	10.0356065488828	16.2832803759144	1.70223734970293
5.27382240882103	0.0790149487327238	2.95145788519868	9.30564423204936	22.9299662515219	34.5404326724378	3.10286041783907
5.28538965830085	0.13737526112111	19.2057215283654	11.8375446567142	2	154.957106097028	0.375073579990122
5.28592701515581	0.0717947691699811	2.49198863659291	6.0006247621399	2.46607119811568	920.511205236464	1.55577012786796
5.28804885025654	0.0919612665480796	18.7612492116112	6.01488822040655	2.50000826639236	97.9847713705085	0.733611368287727
5.29396526388273	0.138978539329616	19.8144782187853	11.9902296687514	39.6499199062824	1.81182964162089	3.97282221188697
5.29630108484253	0.0741785906971919	9.83567522870976	11.8565310358735	18.4056257320139	12.0320473146928	2.5606752735016
5.29973018107701	0.128612280585636	20	7.4782031188269	21.4883539335137	4.13563102473545	2.76399388053723
5.30584530885406	0.0718484263761908	19.8278388937555	11.7896591247485	39.3029648938381	1.8294710992723	5.00824625424498
5.3086720764864	0.119431037961113	19.596435056544	10.5401324324919	26.0067874143658	3.38696855733938	2.79341339706231
5.32738204015385	0.071221069721438	2.36374673939309	6.22342340394288	4.43139859557643	428.114690873222	1.90857926202666
5.33540231727109	0.129597868291625	2.0311906234952	11.1101605502002	39.3987789611038	27.6637738671488	3.63636492590741
5.35109326120903	0.101111756402775	19.7434106079591	6.12517149667726	3.13948750355047	67.8191769021725	0.800197798429806
5.35661466449151	0.0702655363878844	19.4766125788043	6	32.4562112514821	2.24491101215653	6.02377075549639
5.3594180197463	0.0713236471693097	19.8244750781749	6.00262209807309	23.0272660141307	3.67291558288487	4.67583884386531
5.36386077673508	0.139971446472814	19.4242832790391	11.9952588931916	2.00282218995123	153.906928271183	0.372829680096535
5.37256546575773	0.137768586639295	19.8202959648546	6.19271954943636	11.9708306055431	9.62608282587773	2.20412906704045
5.39054783311344	0.0706530631693959	2.57223985496468	6.09368711933014	39.2803863977311	16.2869518946249	8.25621376077292
5.39398987168983	0.139169788967812	19.36313435848	11.7543364228421	3.21545756880041	77.1430300015258	0.513545318465733
5.394662696284	0.0705954787677031	2.03769916818404	6	14.0439867056901	96.5202959834848	4.40380501860677
5.40134971385824	0.103704638848567	19.9302533644145	9.21205325925956	19.1465347107218	5.15522379155037	2.23399735718792
5.40169259156476	0.100083710183795	15.0143111771387	11.8869137593571	13.5726607059192	12.0647431971811	1.63930674553852
5.4081254520606	0.0793059982209684	19.5419301740561	6.01156045173435	2.49982768903502	94.9615406723668	0.794624518399982
5.40905195427137	0.100239704844129	2.99396468429986	6.07662502560882	3.0849764962384	533.775706446148	1.22070516790487
5.4128873446311	0.139948545971781	2.02500601386207	6.11129605586185	25.2395144068649	42.4112444927822	4.59078253904529
5.41504382712251	0.0843187546894331	19.3354589987962	11.8291219924869	21.2565189753261	4.78309096280333	2.60758677126053
5.41877002779128	0.0718898474250408	19.50669037894	7.412837630665	2	136.516147802029	0.507714506067558
5.42448493717654	0.0701653353766441	2.04399467168147	11.9621782634928	2.05540467993186	2160.07191227635	1.52530037546311
5.42660555888845	0.138006564620242	19.3821479860456	6.04644385744177	12.1031626518963	9.6462850922244	2.31772215137916
5.42707206456044	0.139375253658938	4.34315691764456	6.17518000067052	3.2353136754332	315.910905944355	0.994687982820381
5.42938846820595	0.104507277784082	19.3220437467173	7.53173615613238	21.5052283292777	4.32228417265019	2.70295372078563
5.4375	0.07	13.5309695565381	9.26620747591738	27.7189917469863	4.34603635054807	3.78521120752396
5.4375	0.0721184564544959	16.745430084892	6	23.1096739076407	4.26815494393037	4.74891484139433
5.4375	0.14	16.7032865586392	10.4951255517723	33.0171939241419	2.77027907563572	3.41062220706844
5.4445277143086	0.138819190523561	19.7796014007138	11.9128424863031	8.13228359666208	19.5267090513576	1.07276446259926
5.44624068585995	0.0745083834109416	10.1131020051004	11.3707941041047	39.1404700410548	3.73893655081282	4.63799453933628
5.45004059843981	0.13085992653516	13.3443383357008	11.8907552188889	21.6165852698714	6.78699077220425	2.34602591957535
5.4703841892789	0.0709216166074671	3.14150992454479	6.08507281066495	2.75452437884829	594.177537048068	1.4036768516883
5.47763443810109	0.0710524157933108	12.0229577165663	6	33.1342035303388	3.46960776020878	6.40802320486062
5.49780344786805	0.137092961519975	8.06532079948082	12	18.2570323088118	15.475768148413	2.03535151684295
5.50833722335759	0.135208952306423	10.7135182993872	11.7392071470932	38.8382628033569	3.5671162463816	3.67407723929589
5.50870088831833	0.136253520190619	2.42278471387357	11.8714149728778	39.5145047402222	22.5934978531729	3.52204937712562
5.51353618201457	0.138843907901266	8.48994546549696	6.17534564286401	39.6502418579918	3.84625678582607	5.57135216960244
5.51437123896528	0.13565804644325	3.10931759308155	11.7540622885694	38.779018387247	16.5393120568981	3.51159024910703
5.52138290343495	0.137540591271343	9.15040653311753	9.20833444150767	2.00027351644722	309.616296028462	0.421531421668957
5.52226937219939	0.104489406405786	5.08015641599253	8.33593058370958	2	587.271801064361	0.560318367788896
5.5248567618103	0.130842550934809	2.30341395527603	11.9221171595313	39.8371646147923	23.8979154115953	3.52990754051369
5.53483766069252	0.124103299797825	19.7799915728772	6.03268557223141	2	129.904349534171	0.56126865701032
5.5368322874866	0.0719775207166038	12.493993893742	6.12907205170222	34.6637322777121	3.13833902030046	6.24889589636464
5.54969053760185	0.112148071301863	11.5777449879215	6	12.8725407458642	14.3787700424739	2.57654000207664
5.54975096312259	0.0747325660828268	13.8467499337152	11.961721629475	38.2658593398502	2.79281274913361	4.49101625158605
5.55761954386656	0.0740195752367495	2.00213617431567	6.83438880422859	39.2076826685863	23.8872771275164	6.34324266135797
5.57728690366972	0.0802993569425741	19.3216665053109	11.6908989299265	2.01385539645781	153.760602251268	0.395049222291128
5.59778781276993	0.0744795443962821	18.8824148853993	6.08867905672876	2.44361933711429	101.939503034313	0.785447932548089
5.61228103180329	0.135092130423626	19.089066047797	9.68326842090668	40	1.80413409543772	3.94890625174627
5.61994495723209	0.108352256514222	19.1157269432734	8.40859720014171	26.4121674723056	3.29119308904389	2.89744149225563
5.62167734202781	0.138764201239551	2.84677552717334	11.8434442676656	39.0945809645218	18.5700129318447	3.46420146786996
5.63205457253422	0.137856570604746	2.52637711070456	8.92006459884727	2.77201992505374	917.273118820712	0.890543742674447
5.63633951907836	0.073765117776585	19.6548061075078	11.8358481968953	39.9976811199285	1.82332263718944	4.69394458849478
5.64708308436582	0.108498241996384	19.6194842208667	6.18527871531602	30.3265798208907	2.50917558181451	4.2105959781928
5.66421346258219	0.073448728010792	19.4491788737141	11.779955908987	2	154.984428915249	0.411338210827299
5.66827868669728	0.103346341848459	2.29236610204781	6.04429922684912	40	18.7273662134433	6.6626670182645
5.66910318323379	0.104614767523567	2	10.6736257375024	39.9635147922194	27.7184711288375	3.65968646775546
5.67846380425852	0.136004240848876	3.19088599782817	11.9494824112807	39.090299085905	16.0513859337283	3.44051453474966
5.67895225486592	0.0789394010196343	5.4393059234955	6.16187900767522	32.4810502055881	8.64128992124033	6.06858214282207
5.68810162410071	0.0821650204087928	19.9983846197832	8.5432928181763	20.9605634609528	4.47003757030932	2.65963116131115
5.68823642616091	0.0745060457073511	19.5762691293597	6.00684313628282	38.7951553235078	1.73965198444832	6.31169359122825
5.69475540202271	0.135002769930048	4.94028351826312	7.29896243803681	28.2446335046869	12.46382205025	3.58845587889368
5.69966774588553	0.136232841106876	19.1452575027624	6.00042404361891	2.00210105854534	134.097374002304	0.563431808634832
5.70652883153769	0.129255085456164	3.50791050753756	11.8604911789768	3.21283702557398	552.869432515259	0.768483953784345
5.71303235426842	0.0715692287821389	5.21413208276445	11.2987931653355	2.50026828512872	472.699531757601	0.693017343534512
5.7186689809595	0.135438775320467	19.2343566207093	11.4119144170763	18.3888008591	5.96785290448876	2.02210195573896
5.72606490266989	0.0700088005708133	2.70473947726847	10.6008886539208	38.7739320671961	19.3648939216827	4.54929652098881
5.73196360014857	0.0725721462570607	12.5304780181928	11.9693771963901	2.60137275349823	166.400824914042	0.522406380510959
5.73711518779884	0.0748193217325668	2.00370015061992	6.23768530316498	3.06138316040396	931.555810115027	1.72017722393821
5.75323927713215	0.0781507396809987	3.29284388120191	6.28038963965539	3.19201847656423	464.886178141149	1.29204810797303
5.76196379852083	0.073665308898462	3.02340549534125	8.56635177822075	3.20910419375179	581.261711583207	1.00661630334025
5.77891254543068	0.072693613158414	3.06551430905284	10.5209671542608	3.08988419912692	662.120706962684	0.964975560516428
5.7829002494747	0.109688623968906	18.9158537108626	6	2.02198902551537	133.746307906556	0.592542474919482
5.78347521013593	0.0745709155248215	3.12762491485246	6.22506451755453	38.292633399817	13.6352047182045	7.11425537119313
5.78695813869612	0.0789004666201674	19.2027384298837	11.7636879799472	38.790773629663	1.96347845926669	4.24040270785058
5.79698394042721	0.075	3.23771716540244	6.0000551505482	3.18170485814971	471.338314591581	1.44221564138236
5.79872967200741	0.0732833254238127	7.83986755480107	7.64544744365083	34.4683747231138	5.50041988530788	4.66886362755693
5.80054119599201	0.071955226714646	11.8365169444204	12	16.3864691813913	11.9206615833762	2.16443255927352
5.80676837307682	0.103708548492549	12.676245079967	11.8992559784155	3.18074639551366	122.486912116556	0.501293250420287
5.82320266037675	0.0714573528200216	19.9328413636051	6.09855609669494	39.3809860688335	1.68649180978655	6.3048479374291
5.82515903713271	0.10757640378611	2	8.86192360887411	6.94770621496565	330.24905095126	1.32387877840531
5.83082904155411	0.124746739245476	18.5505946993272	6.24229551564973	20.0968388590471	4.8447877504765	3.09844810871353
5.8325720973155	0.106110465318541	2.00077812254812	9.56289854565697	16.1581198706753	100.050811312021	2.01931933280671
5.83396022783017	0.0802809099730784	11.4842110053731	7.51287513995059	2.02640606578916	226.814732715529	0.510184657107546
5.83743166585041	0.0749444536785833	3.19429676418987	6.00227644059811	2.72093076805115	602.344735798613	1.36184794713321
5.83909157198944	0.113730830608974	13.522633931358	10.8067350047008	15.6876691834168	10.7045811729161	1.71205053721276
5.84280010882324	0.0741338167296927	2.42098304521741	6.45514008674882	3.78674593674796	544.850360813833	1.57809336737684
5.84763119834585	0.13502086410244	18.8050091722774	6.74957080275157	4.93097248468587	37.9518036909495	0.91252177891291
5.85530369772251	0.0766061753925095	19.9999184667328	8.31014492228066	15.5364983189257	6.98111593306808	2.14134122936267
5.85862331020685	0.136869378462165	19.7254914771599	6.00800034970126	2.62977030408176	88.5650277178229	0.682542279363667
5.86055833766503	0.0713863448912577	19.986584031472	11.0702043824393	3.20738999395141	75.2997195725309	0.557884698445093
5.86193845583177	0.0936826520336096	2.39275494671169	6.23257221674571	39.1485668079001	18.7268618861814	6.30599467816686
5.86244217465372	0.139940429419499	19.999514425896	8.33673250198719	39.9973804893856	1.70963250249524	4.05091982804968
5.86876785414637	0.0700405686191116	2.01104172368451	6.00247829286986	2.00648979750826	1707.17734046786	1.74455823999733
5.87047476529038	0.139890199112187	6.65959384225408	6.15402826794601	3.19403840798256	200.092108292287	0.856511695098864
5.87331173642147	0.135022859374033	11.6981595166406	9.81029409154591	16.7352524976916	11.0179782632386	1.86917681441408
5.875	0.07	2	12	40	29.4058743297917	4.50314658929682
5.875	0.07	2.38785367152278	6	2	1366.44687159406	1.52887941665204
5.875	0.07	3.15176305698335	6	40	12.5464222463103	8.35032754496015
5.875	0.07	3.25	6	30.9731749633187	17.488092185386	7.04588866393075
5.875	0.07	3.25	11.1690271845645	2	1196.11402895824	0.913956985852326
5.875	0.0727480992243197	2	9.16083634998436	20.9537363631678	67.5649717280921	2.9843604426959
5.875	0.0748672725144624	20	6.23440645179366	3.25	65.0516711279676	0.906256188784781
5.875	0.0757735026918963	4.69337567297406	6.28867513459481	30.9731749633187	11.2274396968924	5.84891859261719
5.875	0.106085516521278	16.2564349286411	7.81701850213816	30.6512527006723	3.06652957783464	3.37911557210234
5.875	0.110577801019248	3.22974703913023	11.9880895197858	38.917590367912	16.1322527944799	3.34745519508357
5.875	0.135362265593862	3.18209343247411	11.9553522402642	2	1270.36922435845	0.759171378965836
5.875	0.137069604241959	19.07727904923	6.01605201592896	2	135.399364914584	0.565889493571909
5.875	0.14	2	6	2	1728.30912480682	1.28852608292011
5.88262497577751	0.135513825940242	17.8872935960104	11.5344433034917	37.6376333474754	2.20464108980111	3.47290173316098
5.91144427975467	0.0782121116997815	17.6375748550318	11.5357226611286	3.34856134113785	80.6679158491447	0.546253582362313
5.92686764706151	0.130647494170454	2.71740923320266	6.09723064305735	37.6704359504639	16.69363206014	5.92260730506493
5.92739051002463	0.119431037961113	18.7125515800608	10.5401324324919	26.0067874143658	3.61811354758321	2.59959098515227
5.96837528807574	0.136994578351879	4.16570611912237	11.8119941122714	40	11.0976473446613	3.3724222588317
6.01036297108185	0.0757764183113033	15.7206539685959	8.52213317529877	38.5566243270259	2.29777546114601	4.43467835536149
6.01036297108185	0.0757799924135155	8.25361345990183	9.90154761948771	38.5566243270259	4.76488958291229	4.17186006769303
6.0118466085848	0.13375175639652	12.6883325662861	8.66522879544536	38.0149525187702	2.93333502803669	3.6724085516198
6.03176145792631	0.131902294593381	17.7216289491677	9.69107639272	17.8248257621731	6.6026980702826	1.92213399128917
6.04422758262742	0.10205084871556	17.658587193921	9.05583811373836	37.6529214303559	2.14419781991739	3.60854027434848
6.09487284240631	0.124910324462734	19.6567540284418	11.239248506404	39.7604549057091	1.85433842805924	3.47985833985588
6.12872399637451	0.0797798356033748	19.7705486356227	6.23723208961953	39.5699796184155	1.71032089982017	5.56427582317084
6.13895169096241	0.132101446092458	4.39830314899107	10.7742153284773	4.0701980451291	285.733588472137	0.722853222023058
6.2133581014534	0.0938205237985825	10.9409776658395	11.6546999003678	24.2297445284612	7.26653245883651	2.41611241363983
6.22322947532241	0.0757735026918963	18.5556214251675	8.89126589330847	34.8093798029755	2.31484092805478	3.9005776690678
6.2344180197463	0.0763236471693097	18.5744750781749	6.25262209807309	23.0272660141307	4.03912769361596	3.95052783236631
6.25262753605861	0.070662094457514	8.25240409391927	6.00065421373672	39.3841368047505	4.14961864351942	7.30117494844037
6.25262753605861	0.0764355971494103	8.25240409391927	6.28932934833153	37.9407611317764	4.41974303847495	6.15580957932518
6.36114259756383	0.133460670144682	18.6354345248226	6.45731606195435	38.2448559740201	1.92201645831405	4.51314356193689
6.38171139611517	0.0742445351924611	3.18403420924225	6.04061187003803	3.31814930193549	468.462727865193	1.47308203225693
6.38853618201457	0.133843907901266	8.48994546549696	6.42534564286401	38.4002418579918	4.2510522831393	4.86650701946602
6.39651507738385	0.0789344532009771	3.42631995633567	7.25761273247536	2.49631144580374	688.744013361148	0.912087857590469
6.45660365694179	0.0802818861028379	10.1131020051004	11.3707941041047	37.6970943680807	4.14954886213267	3.60401259495488
6.47086021828584	0.0789781816623507	18.4582351406098	6.2304499340328	37.6771213347579	1.98192575690044	5.34823242669349
6.48140600883513	0.131754145133278	17.8766486855543	6.07766244673516	2.49934171245679	106.37640603737	0.634611982205239
6.51023081928995	0.137800627152916	6.19977185412525	6.04940817234288	39.0829135554339	5.89073974491868	5.55779298083982
6.54327868669728	0.103346341848459	3.54236610204781	6.29429922684912	38.75	12.0140960205095	5.5331106741455
6.54719525856845	0.0777510234085001	12.493993893742	6.41774718629703	34.6637322777121	3.30189155669082	5.13432352065586
6.5480666524247	0.120874050111393	3.74135563219092	6.23122348704489	35.0989898373363	12.9098870444045	5.03419376939479
6.56011393420444	0.080506068774723	13.8467499337152	11.6730464948802	38.2658593398502	2.89952267861216	3.6115696556212
6.56042514329048	0.0748038276345917	2.81997593010558	7.26897961529638	2.49987698511297	890.682843256521	1.05587822712276
6.64758521575735	0.0753419452204713	4.39538684717129	6	4.02535217057133	240.315175425525	1.46769960355772
6.67493686707646	0.0770710678118655	13.5309695565381	9.26620747591738	27.7189917469863	4.57177470154741	2.96912364148981
6.67493686707646	0.132928932188135	16.7032865586392	10.4951255517723	33.0171939241419	2.90885764622591	2.87286690265462
6.68387090185795	0.0933286525706303	4.4018362981116	6.00063331441939	40	8.67291407731105	6.64891122150488
6.68747746551627	0.13085992653516	13.3443383357008	11.5372018282956	21.6165852698714	7.0522043465484	2.00109030693685
6.69424277690403	0.07	19.7732087253732	6	8.87356952598161	15.5952415288902	2.21528559583804
6.71118110272799	0.074024441492347	2.99440924444879	10.1476535330381	39.0209405983889	17.3842327112763	3.86074999977184
6.72642181688673	0.070561885751886	19.9197639491026	7.75394221520447	2.50615564409945	101.458698536069	0.514387545899545
6.73710152170637	0.130016952649506	19.9801240833213	6.49390200621022	2.00002218458659	135.339301132555	0.465055627404132
6.73744217465372	0.134940429419499	18.749514425896	8.33673250198719	38.7473804893856	1.96751497658242	3.55462798508109
6.74451878501828	0.132606077898064	3.23232944390494	6.01838522587087	2.64610380968931	649.5771381071	1.02992925607609
6.74903556366301	0.132569518874373	14.3838597771062	9.77918927058042	25.9433159267991	4.79712802397867	2.39951079606373
6.75	0.106085516521278	16.2564349286411	7.81701850213816	30.6512527006723	3.16815744212477	3.08851203508917
6.75	0.113048686776902	18.3999776821464	11.5243388705304	36.7059247574769	2.29823480883798	2.98169757485154
6.75	0.14	20	12	2	155.455039221036	0.312665625895368
6.78711813715018	0.12661152989288	8.99053926206244	6.8450727866451	27.5984557634205	6.68704584429343	3.40188666762777
6.8665711165422	0.138372554917524	5.80353822297931	11.505880004812	28.9670153208724	12.149997586342	2.42833313726788
6.89751399351053	0.139158847322163	3.58696373462233	10.3509798176411	39.3123058795008	13.8273057050914	3.09275104419385
6.91622711187964	0.0700019698688463	12.9752278083005	8.03253685008018	14.9183775550599	11.6373824131088	2.0779376851574
6.93802517886919	0.137149562666367	19.375	12	33.7519735102136	2.51027816785136	2.80021376183856
7.03029971402293	0.07	16.9518827918216	12	40	2.23108683332688	3.927866332459
7.03029971402293	0.0757735026918963	16.9518827918216	11.7113248654052	38.5566243270259	2.35027114395323	3.59991197809561
7.06444036754054	0.0970132452529892	11.7985754143602	8.51994558021966	38.3311443743128	3.25949563756973	3.44570140075519
7.07039094210639	0.131094088564714	2.3097323526719	6.14125492110965	32.8973845637379	27.0245125558564	5.04220592095253
7.07961882321513	0.126713774533251	5.34538557058134	11.3068486930694	36.5429504097472	9.6093417151532	2.74278693674686
7.08551917603777	0.134210404635113	18.3810669717223	11.6403526607329	22.279604399516	4.91610938485594	1.97607766909618
7.08551917603777	0.139983907327009	19.8244426446964	11.9290277953277	22.279604399516	4.58501917341118	1.99850256399939
7.09577218127908	0.0971797559946959	11.7926173438192	8.50927072253105	38.3970098436774	3.2553443727961	3.44663621778567
7.09789301424338	0.102617077055137	7.47967520291528	6.84667784447572	39.9999278976095	4.85313692486595	4.54363132295013
7.11231615190906	0.107855809102176	17.7004630665233	12	40	2.14458519620428	3.05582044767422
7.11256169982888	0.07	5.95760725792276	11.9993738042918	34.7144039433429	9.25624699153522	3.34325752461091
7.16418690219011	0.139991771582888	15.3845374416021	10.2505925808271	32.9287265591166	3.21675182571284	2.78074639892718
7.1878530198907	0.0996023932340217	2.00067331322348	9.87135382471582	26.9863381522858	51.4425778686879	2.46806368772727
7.19353557891734	0.136444483821585	16.9435901487334	11.8235522357422	2.4999365656384	133.850083389078	0.348336915805132
7.20158710332821	0.0827093896865842	17.418738130008	11.3886346013953	37.7616131424287	2.35669229975422	3.26604573465726
7.23578565204206	0.13516798382533	6.88055798342243	11.961563945948	2.80862585544952	309.386026603288	0.456429306134418
7.26631478589158	0.118311428411043	18.0971471674687	8.67430269151671	15.033680612743	8.48581703501064	1.53044775264302
7.30236277204869	0.0837635936425659	4.23976812811971	6.68489889866494	5.29745113790375	181.019532048294	1.29410288759343
7.30640199063639	0.0749687033865329	2.4430922621423	11.7506268853449	35.1270116561115	28.9460757517397	3.18579329297553
7.32420607259781	0.0929162355080444	10.4838320193041	11.848188736393	39.9997288710413	3.81570593728425	3.08886604557505
7.38283342757064	0.0745356570403526	14.2430226011612	6.18176032494585	20.3462760888221	6.48982141705411	3.733872747114
7.44988096755029	0.111410953607423	19.1274285183501	8.40859720016999	2.56567170717073	105.914408490883	0.379998888108626
7.5334252111247	0.139992636574723	19.2925650465534	6.00398804498118	3.11945032365032	74.36242058387	0.754376043834762
7.54210884559864	0.12599358588755	9.15040653311753	9.20833444150767	4.88702486239535	91.5595762186888	0.618355633746061
7.54592420867684	0.121460084374219	7.74578298907728	9.32437710792202	37.0241710815239	5.75482361001902	2.89198707405397
7.54592420867684	0.121460084374219	7.74578298907728	9.32437710792202	39.5241710815239	5.22945262835418	3.03142998279245
7.74580048036831	0.0759061308833412	17.0104620074332	8.18109452407458	39.1790038236421	2.19936190365185	3.82276843247081
7.81499933926995	0.139252285035826	6.79083096703385	6.04280928829836	2.94161333905813	239.116743926735	0.791911309735582
7.89345135973124	0.135567614300719	2.00465414672795	10.0360574610855	27.287286580678	52.5838331744266	2.27891705813199
7.98754456076472	0.130740692283044	17.6233438297594	11.696965562192	19.1138524997452	6.65218454722315	1.56960947129212
8.03096746591705	0.14	19.375	9.11609071008772	17.1264345903243	6.76573807771134	1.62124616124972
8.07958097292264	0.104060917454813	19.9999999992919	7.61250411218062	34.4416839380353	2.27788294813517	3.06686860499199
8.19303067801978	0.0700074649976236	13.3046266086967	8.81194021459754	34.6752824464365	3.49300422303862	3.37743766893026
8.23576406300566	0.105360822776855	19.9995010607149	11.9992905769913	38.9888122316905	2.04427149718835	2.6565853330439
